bin_center,mean_distance,sem_distance,n_samples,chance_level,chance_ci_95
-2975.0,107.2210163318108,1.5506474582426621,1073,90,6.138535288081908
-2925.0,100.22101113373782,1.6382053352186137,976,90,6.138535288081908
-2875.0,96.47533130453587,1.9421960126209485,805,90,6.138535288081908
-2825.0,102.48309120251467,1.734897420826581,974,90,6.138535288081908
-2775.0,112.09548648333946,1.4684495678062366,1091,90,6.138535288081908
-2725.0,114.97920405542841,1.4664554152395124,1072,90,6.138535288081908
-2675.0,108.17552327744188,1.5721639305830017,1155,90,6.138535288081908
-2625.0,101.0683958101362,1.6595559109411884,1197,90,6.138535288081908
-2575.0,104.45388076952132,1.620864575948922,1158,90,6.138535288081908
-2525.0,104.90443539585787,1.6159692691503258,1128,90,6.138535288081908
-2475.0,104.92028970248661,1.5897286281328544,1119,90,6.138535288081908
-2425.0,101.99510733207285,1.5516425836182284,1069,90,6.138535288081908
-2375.0,91.2582706098831,1.626977405037658,1077,90,6.138535288081908
-2325.0,94.9176131966917,1.5830464541475047,1060,90,6.138535288081908
-2275.0,93.595344808667,1.736200115201433,943,90,6.138535288081908
-2225.0,86.63871388169481,1.8510049243797302,963,90,6.138535288081908
-2175.0,82.2681493990508,1.6366665685058452,1045,90,6.138535288081908
-2125.0,83.02896839892388,1.5927003513315203,950,90,6.138535288081908
-2075.0,77.47281716718845,1.4262796436811997,1005,90,6.138535288081908
-2025.0,81.99245440699852,1.5192499763670735,1125,90,6.138535288081908
-1975.0,83.34982225440969,1.497824308585035,1161,90,6.138535288081908
-1925.0,82.83252784743131,1.5296052636074122,1150,90,6.138535288081908
-1875.0,86.4334068295293,1.5713657953451075,1207,90,6.138535288081908
-1825.0,90.24342492476214,1.5114882529623561,1168,90,6.138535288081908
-1775.0,85.3092010390492,1.6425135834949567,1099,90,6.138535288081908
-1725.0,88.76076648228927,1.613733595951292,1078,90,6.138535288081908
-1675.0,92.67024897427005,1.4914103812926287,1083,90,6.138535288081908
-1625.0,80.59975282965871,1.5013042311896008,1168,90,6.138535288081908
-1575.0,73.1574041796727,1.7202337569400636,1030,90,6.138535288081908
-1525.0,69.67856077528576,1.690379149555003,1023,90,6.138535288081908
-1475.0,57.856201842619726,1.5380837714239588,1002,90,6.138535288081908
-1425.0,62.78653730599119,1.5080197823672896,1057,90,6.138535288081908
-1375.0,54.14574133464264,1.3283686647370379,1067,90,6.138535288081908
-1325.0,49.1565805141861,1.234447931474179,1100,90,6.138535288081908
-1275.0,45.07967019450002,1.2233539752662304,1000,90,6.138535288081908
-1225.0,47.81390447746534,1.2889622789247603,1000,90,6.138535288081908
-1175.0,51.389242486285134,1.3771113925981135,959,90,6.138535288081908
-1125.0,52.95262116514743,1.4208853305008842,883,90,6.138535288081908
-1075.0,43.21252814030561,0.9777851952277573,856,90,6.138535288081908
-1025.0,49.29994955355727,1.3292015763363298,977,90,6.138535288081908
-975.0,52.135519977905204,1.4572914766975056,926,90,6.138535288081908
-925.0,44.21775235904394,1.286408073367737,1006,90,6.138535288081908
-875.0,48.27610129757847,1.4341457778758455,1000,90,6.138535288081908
-825.0,47.368164301251504,1.4678565008341482,1000,90,6.138535288081908
-775.0,41.438672158257916,1.4332229832400585,1047,90,6.138535288081908
-725.0,47.87417147625492,1.6928531215059628,988,90,6.138535288081908
-675.0,38.99045372405471,1.613132644334556,939,90,6.138535288081908
-625.0,42.61756521407522,1.671377399751113,950,90,6.138535288081908
-575.0,54.48301914555258,2.0459259960875933,887,90,6.138535288081908
-525.0,43.41195273935509,1.9471288611687418,850,90,6.138535288081908
-475.0,39.585491763389804,1.929657258968708,849,90,6.138535288081908
-425.0,42.45243635402666,1.9695376229877308,859,90,6.138535288081908
-375.0,40.74398021952831,1.8902995599527672,861,90,6.138535288081908
-325.0,40.64043778696709,1.9383771981110864,827,90,6.138535288081908
-275.0,44.55132508145747,2.0123112599854154,865,90,6.138535288081908
-225.0,46.02387557260964,1.910780667625953,950,90,6.138535288081908
-175.0,41.50047334914221,1.7826341106388077,950,90,6.138535288081908
-125.0,42.996650576750376,1.8787032222500522,921,90,6.138535288081908
-75.0,43.38188778013204,1.8576364753025552,871,90,6.138535288081908
-25.0,41.437500726318596,1.7613301620671367,819,90,6.138535288081908
25.0,42.67852089462232,1.1534497989463586,1616,90,6.138535288081908
75.0,42.08711797821119,1.096926834542634,1724,90,6.138535288081908
125.0,39.36952587471932,1.1111285670789621,1669,90,6.138535288081908
175.0,44.67648859404915,1.2471865983112072,1596,90,6.138535288081908
225.0,49.12008526336148,1.4074273603372178,1532,90,6.138535288081908
275.0,49.37666105105239,1.3908479682732617,1514,90,6.138535288081908
325.0,49.59396859394363,1.389326591403015,1569,90,6.138535288081908
375.0,46.48740408100348,1.3524842908649786,1574,90,6.138535288081908
425.0,49.44047485670173,1.3515681371304975,1506,90,6.138535288081908
475.0,47.56188132260612,1.1993626241048456,1549,90,6.138535288081908
525.0,48.059652376862964,1.031822115879021,1586,90,6.138535288081908
575.0,50.31378470479415,1.0738037840941095,1339,90,6.138535288081908
625.0,51.21684883525227,1.2794090742464348,1181,90,6.138535288081908
675.0,53.0806966076805,1.1834068816749712,1284,90,6.138535288081908
725.0,51.281678708589936,1.467430707353212,885,90,6.138535288081908
